,chapter,paragraph
1272,15,Chapter XV. “HOOK OR ME THIS TIME”
1273,15,"Odd things happen to all of us on our way through life without our noticing for a time that they have happened. Thus, to take an instance, we suddenly discover that we have been deaf in one ear for we don’t know how long, but, say, half an hour. Now such an experience had come that night to Peter. When last we saw him he was stealing across the island with one finger to his lips and his dagger at the ready. He had seen the crocodile pass by without noticing anything peculiar about it, but by and by he remembered that it had not been ticking. At first he thought this eerie, but soon concluded rightly that the clock had run down."
1274,15,"Without giving a thought to what might be the feelings of a fellow-creature thus abruptly deprived of its closest companion, Peter began to consider how he could turn the catastrophe to his own use; and he decided to tick, so that wild beasts should believe he was the crocodile and let him pass unmolested. He ticked superbly, but with one unforeseen result. The crocodile was among those who heard the sound, and it followed him, though whether with the purpose of regaining what it had lost, or merely as a friend under the belief that it was again ticking itself, will never be certainly known, for, like slaves to a fixed idea, it was a stupid beast."
1275,15,"Peter reached the shore without mishap, and went straight on, his legs encountering the water as if quite unaware that they had entered a new element. Thus many animals pass from land to water, but no other human of whom I know. As he swam he had but one thought: “Hook or me this time.” He had ticked so long that he now went on ticking without knowing that he was doing it. Had he known he would have stopped, for to board the brig by help of the tick, though an ingenious idea, had not occurred to him."
1276,15,"On the contrary, he thought he had scaled her side as noiseless as a mouse; and he was amazed to see the pirates cowering from him, with Hook in their midst as abject as if he had heard the crocodile."
1277,15,"The crocodile! No sooner did Peter remember it than he heard the ticking. At first he thought the sound did come from the crocodile, and he looked behind him swiftly. Then he realised that he was doing it himself, and in a flash he understood the situation. “How clever of me!” he thought at once, and signed to the boys not to burst into applause."
1278,15,"It was at this moment that Ed Teynte the quartermaster emerged from the forecastle and came along the deck. Now, reader, time what happened by your watch. Peter struck true and deep. John clapped his hands on the ill-fated pirate’s mouth to stifle the dying groan. He fell forward. Four boys caught him to prevent the thud. Peter gave the signal, and the carrion was cast overboard. There was a splash, and then silence. How long has it taken?"
1279,15,“One!” (Slightly had begun to count.)
1280,15,"None too soon, Peter, every inch of him on tiptoe, vanished into the cabin; for more than one pirate was screwing up his courage to look round. They could hear each other’s distressed breathing now, which showed them that the more terrible sound had passed."
1281,15,"“It’s gone, captain,” Smee said, wiping off his spectacles. “All’s still again.”"
1282,15,"Slowly Hook let his head emerge from his ruff, and listened so intently that he could have caught the echo of the tick. There was not a sound, and he drew himself up firmly to his full height."
1283,15,"“Then here’s to Johnny Plank!” he cried brazenly, hating the boys more than ever because they had seen him unbend. He broke into the villainous ditty:"
1284,15,"“Yo ho, yo ho, the frisky plank,     You walks along it so, Till it goes down and you goes down     To Davy Jones below!”"
1285,15,"To terrorise the prisoners the more, though with a certain loss of dignity, he danced along an imaginary plank, grimacing at them as he sang; and when he finished he cried, “Do you want a touch of the cat before you walk the plank?”"
1286,15,"At that they fell on their knees. “No, no!” they cried so piteously that every pirate smiled."
1287,15,"“Fetch the cat, Jukes,” said Hook; “it’s in the cabin.”"
1288,15,The cabin! Peter was in the cabin! The children gazed at each other.
1289,15,"“Ay, ay,” said Jukes blithely, and he strode into the cabin. They followed him with their eyes; they scarce knew that Hook had resumed his song, his dogs joining in with him:"
1290,15,"“Yo ho, yo ho, the scratching cat,     Its tails are nine, you know, And when they’re writ upon your back—”"
1291,15,"What was the last line will never be known, for of a sudden the song was stayed by a dreadful screech from the cabin. It wailed through the ship, and died away. Then was heard a crowing sound which was well understood by the boys, but to the pirates was almost more eerie than the screech."
1292,15,“What was that?” cried Hook.
1293,15,"“Two,” said Slightly solemnly."
1294,15,"The Italian Cecco hesitated for a moment and then swung into the cabin. He tottered out, haggard."
1295,15,"“What’s the matter with Bill Jukes, you dog?” hissed Hook, towering over him."
1296,15,"“The matter wi’ him is he’s dead, stabbed,” replied Cecco in a hollow voice."
1297,15,“Bill Jukes dead!” cried the startled pirates.
1298,15,"“The cabin’s as black as a pit,” Cecco said, almost gibbering, “but there is something terrible in there: the thing you heard crowing.”"
1299,15,"The exultation of the boys, the lowering looks of the pirates, both were seen by Hook."
1300,15,"“Cecco,” he said in his most steely voice, “go back and fetch me out that doodle-doo.”"
1301,15,"Cecco, bravest of the brave, cowered before his captain, crying “No, no”; but Hook was purring to his claw."
1302,15,"“Did you say you would go, Cecco?” he said musingly."
1303,15,"Cecco went, first flinging his arms despairingly. There was no more singing, all listened now; and again came a death-screech and again a crow."
1304,15,"No one spoke except Slightly. “Three,” he said."
1305,15,"Hook rallied his dogs with a gesture. “’S’death and odds fish,” he thundered, “who is to bring me that doodle-doo?”"
1306,15,"“Wait till Cecco comes out,” growled Starkey, and the others took up the cry."
1307,15,"“I think I heard you volunteer, Starkey,” said Hook, purring again."
1308,15,"“No, by thunder!” Starkey cried."
1309,15,"“My hook thinks you did,” said Hook, crossing to him. “I wonder if it would not be advisable, Starkey, to humour the hook?”"
1310,15,"“I’ll swing before I go in there,” replied Starkey doggedly, and again he had the support of the crew."
1311,15,“Is this mutiny?” asked Hook more pleasantly than ever. “Starkey’s ringleader!”
1312,15,"“Captain, mercy!” Starkey whimpered, all of a tremble now."
1313,15,"“Shake hands, Starkey,” said Hook, proffering his claw."
1314,15,"Starkey looked round for help, but all deserted him. As he backed up Hook advanced, and now the red spark was in his eye. With a despairing scream the pirate leapt upon Long Tom and precipitated himself into the sea."
1315,15,"“Four,” said Slightly."
1316,15,"“And now,” Hook said courteously, “did any other gentlemen say mutiny?” Seizing a lantern and raising his claw with a menacing gesture, “I’ll bring out that doodle-doo myself,” he said, and sped into the cabin."
1317,15,"“Five.” How Slightly longed to say it. He wetted his lips to be ready, but Hook came staggering out, without his lantern."
1318,15,"“Something blew out the light,” he said a little unsteadily."
1319,15,“Something!” echoed Mullins.
1320,15,“What of Cecco?” demanded Noodler.
1321,15,"“He’s as dead as Jukes,” said Hook shortly."
1322,15,"His reluctance to return to the cabin impressed them all unfavourably, and the mutinous sounds again broke forth. All pirates are superstitious, and Cookson cried, “They do say the surest sign a ship’s accurst is when there’s one on board more than can be accounted for.”"
1323,15,"“I’ve heard,” muttered Mullins, “he always boards the pirate craft last. Had he a tail, captain?”"
1324,15,"“They say,” said another, looking viciously at Hook, “that when he comes it’s in the likeness of the wickedest man aboard.”"
1325,15,"“Had he a hook, captain?” asked Cookson insolently; and one after another took up the cry, “The ship’s doomed!” At this the children could not resist raising a cheer. Hook had well-nigh forgotten his prisoners, but as he swung round on them now his face lit up again."
1326,15,"“Lads,” he cried to his crew, “now here’s a notion. Open the cabin door and drive them in. Let them fight the doodle-doo for their lives. If they kill him, we’re so much the better; if he kills them, we’re none the worse.”"
1327,15,"For the last time his dogs admired Hook, and devotedly they did his bidding. The boys, pretending to struggle, were pushed into the cabin and the door was closed on them."
1328,15,"“Now, listen!” cried Hook, and all listened. But not one dared to face the door. Yes, one, Wendy, who all this time had been bound to the mast. It was for neither a scream nor a crow that she was watching, it was for the reappearance of Peter."
1329,15,"She had not long to wait. In the cabin he had found the thing for which he had gone in search: the key that would free the children of their manacles, and now they all stole forth, armed with such weapons as they could find. First signing them to hide, Peter cut Wendy’s bonds, and then nothing could have been easier than for them all to fly off together; but one thing barred the way, an oath, “Hook or me this time.” So when he had freed Wendy, he whispered for her to conceal herself with the others, and himself took her place by the mast, her cloak around him so that he should pass for her. Then he took a great breath and crowed."
1330,15,"To the pirates it was a voice crying that all the boys lay slain in the cabin; and they were panic-stricken. Hook tried to hearten them; but like the dogs he had made them they showed him their fangs, and he knew that if he took his eyes off them now they would leap at him."
1331,15,"“Lads,” he said, ready to cajole or strike as need be, but never quailing for an instant, “I’ve thought it out. There’s a Jonah aboard.”"
1332,15,"“Ay,” they snarled, “a man wi’ a hook.”"
1333,15,"“No, lads, no, it’s the girl. Never was luck on a pirate ship wi’ a woman on board. We’ll right the ship when she’s gone.”"
1334,15,"Some of them remembered that this had been a saying of Flint’s. “It’s worth trying,” they said doubtfully."
1335,15,"“Fling the girl overboard,” cried Hook; and they made a rush at the figure in the cloak."
1336,15,"“There’s none can save you now, missy,” Mullins hissed jeeringly."
1337,15,"“There’s one,” replied the figure."
1338,15,“Who’s that?”
1339,15,"“Peter Pan the avenger!” came the terrible answer; and as he spoke Peter flung off his cloak. Then they all knew who ’twas that had been undoing them in the cabin, and twice Hook essayed to speak and twice he failed. In that frightful moment I think his fierce heart broke."
1340,15,"At last he cried, “Cleave him to the brisket!” but without conviction."
1341,15,"“Down, boys, and at them!” Peter’s voice rang out; and in another moment the clash of arms was resounding through the ship. Had the pirates kept together it is certain that they would have won; but the onset came when they were still unstrung, and they ran hither and thither, striking wildly, each thinking himself the last survivor of the crew. Man to man they were the stronger; but they fought on the defensive only, which enabled the boys to hunt in pairs and choose their quarry. Some of the miscreants leapt into the sea; others hid in dark recesses, where they were found by Slightly, who did not fight, but ran about with a lantern which he flashed in their faces, so that they were half blinded and fell as an easy prey to the reeking swords of the other boys. There was little sound to be heard but the clang of weapons, an occasional screech or splash, and Slightly monotonously counting—five—six—seven—eight—nine—ten—eleven."
1342,15,"I think all were gone when a group of savage boys surrounded Hook, who seemed to have a charmed life, as he kept them at bay in that circle of fire. They had done for his dogs, but this man alone seemed to be a match for them all. Again and again they closed upon him, and again and again he hewed a clear space. He had lifted up one boy with his hook, and was using him as a buckler, when another, who had just passed his sword through Mullins, sprang into the fray."
1343,15,"“Put up your swords, boys,” cried the newcomer, “this man is mine.”"
1344,15,Thus suddenly Hook found himself face to face with Peter. The others drew back and formed a ring around them.
1345,15,"For long the two enemies looked at one another, Hook shuddering slightly, and Peter with the strange smile upon his face."
1346,15,"“So, Pan,” said Hook at last, “this is all your doing.”"
1347,15,"“Ay, James Hook,” came the stern answer, “it is all my doing.”"
1348,15,"“Proud and insolent youth,” said Hook, “prepare to meet thy doom.”"
1349,15,"“Dark and sinister man,” Peter answered, “have at thee.”"
1350,15,"Without more words they fell to, and for a space there was no advantage to either blade. Peter was a superb swordsman, and parried with dazzling rapidity; ever and anon he followed up a feint with a lunge that got past his foe’s defence, but his shorter reach stood him in ill stead, and he could not drive the steel home. Hook, scarcely his inferior in brilliancy, but not quite so nimble in wrist play, forced him back by the weight of his onset, hoping suddenly to end all with a favourite thrust, taught him long ago by Barbecue at Rio; but to his astonishment he found this thrust turned aside again and again. Then he sought to close and give the quietus with his iron hook, which all this time had been pawing the air; but Peter doubled under it and, lunging fiercely, pierced him in the ribs. At the sight of his own blood, whose peculiar colour, you remember, was offensive to him, the sword fell from Hook’s hand, and he was at Peter’s mercy."
1351,15,"“Now!” cried all the boys, but with a magnificent gesture Peter invited his opponent to pick up his sword. Hook did so instantly, but with a tragic feeling that Peter was showing good form."
1352,15,"Hitherto he had thought it was some fiend fighting him, but darker suspicions assailed him now."
1353,15,"“Pan, who and what art thou?” he cried huskily."
1354,15,"“I’m youth, I’m joy,” Peter answered at a venture, “I’m a little bird that has broken out of the egg.”"
1355,15,"This, of course, was nonsense; but it was proof to the unhappy Hook that Peter did not know in the least who or what he was, which is the very pinnacle of good form."
1356,15,"“To’t again,” he cried despairingly."
1357,15,"He fought now like a human flail, and every sweep of that terrible sword would have severed in twain any man or boy who obstructed it; but Peter fluttered round him as if the very wind it made blew him out of the danger zone. And again and again he darted in and pricked."
1358,15,Hook was fighting now without hope. That passionate breast no longer asked for life; but for one boon it craved: to see Peter show bad form before it was cold forever.
1359,15,Abandoning the fight he rushed into the powder magazine and fired it.
1360,15,"“In two minutes,” he cried, “the ship will be blown to pieces.”"
1361,15,"Now, now, he thought, true form will show."
1362,15,"But Peter issued from the powder magazine with the shell in his hands, and calmly flung it overboard."
1363,15,"What sort of form was Hook himself showing? Misguided man though he was, we may be glad, without sympathising with him, that in the end he was true to the traditions of his race. The other boys were flying around him now, flouting, scornful; and he staggered about the deck striking up at them impotently, his mind was no longer with them; it was slouching in the playing fields of long ago, or being sent up for good, or watching the wall-game from a famous wall. And his shoes were right, and his waistcoat was right, and his tie was right, and his socks were right."
1364,15,"James Hook, thou not wholly unheroic figure, farewell."
1365,15,For we have come to his last moment.
1366,15,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us at the end."
1367,15,"He had one last triumph, which I think we need not grudge him. As he stood on the bulwark looking over his shoulder at Peter gliding through the air, he invited him with a gesture to use his foot. It made Peter kick instead of stab."
1368,15,At last Hook had got the boon for which he craved.
1369,15,"“Bad form,” he cried jeeringly, and went content to the crocodile."
1370,15,Thus perished James Hook.
1371,15,"“Seventeen,” Slightly sang out; but he was not quite correct in his figures. Fifteen paid the penalty for their crimes that night; but two reached the shore: Starkey to be captured by the redskins, who made him nurse for all their papooses, a melancholy come-down for a pirate; and Smee, who henceforth wandered about the world in his spectacles, making a precarious living by saying he was the only man that Jas. Hook had feared."
1372,15,"Wendy, of course, had stood by taking no part in the fight, though watching Peter with glistening eyes; but now that all was over she became prominent again. She praised them equally, and shuddered delightfully when Michael showed her the place where he had killed one; and then she took them into Hook’s cabin and pointed to his watch which was hanging on a nail. It said “half-past one!”"
1373,15,"The lateness of the hour was almost the biggest thing of all. She got them to bed in the pirates’ bunks pretty quickly, you may be sure; all but Peter, who strutted up and down on the deck, until at last he fell asleep by the side of Long Tom. He had one of his dreams that night, and cried in his sleep for a long time, and Wendy held him tightly."
1374,16,Chapter XVI. THE RETURN HOME
1375,16,"By three bells that morning they were all stirring their stumps; for there was a big sea running; and Tootles, the bo’sun, was among them, with a rope’s end in his hand and chewing tobacco. They all donned pirate clothes cut off at the knee, shaved smartly, and tumbled up, with the true nautical roll and hitching their trousers."
1376,16,"It need not be said who was the captain. Nibs and John were first and second mate. There was a woman aboard. The rest were tars before the mast, and lived in the fo’c’sle. Peter had already lashed himself to the wheel; but he piped all hands and delivered a short address to them; said he hoped they would do their duty like gallant hearties, but that he knew they were the scum of Rio and the Gold Coast, and if they snapped at him he would tear them. The bluff strident words struck the note sailors understood, and they cheered him lustily. Then a few sharp orders were given, and they turned the ship round, and nosed her for the mainland."
1377,16,"Captain Pan calculated, after consulting the ship’s chart, that if this weather lasted they should strike the Azores about the 21st of June, after which it would save time to fly."
1378,16,"Some of them wanted it to be an honest ship and others were in favour of keeping it a pirate; but the captain treated them as dogs, and they dared not express their wishes to him even in a round robin. Instant obedience was the only safe thing. Slightly got a dozen for looking perplexed when told to take soundings. The general feeling was that Peter was honest just now to lull Wendy’s suspicions, but that there might be a change when the new suit was ready, which, against her will, she was making for him out of some of Hook’s wickedest garments. It was afterwards whispered among them that on the first night he wore this suit he sat long in the cabin with Hook’s cigar-holder in his mouth and one hand clenched, all but for the forefinger, which he bent and held threateningly aloft like a hook."
1379,16,"Instead of watching the ship, however, we must now return to that desolate home from which three of our characters had taken heartless flight so long ago. It seems a shame to have neglected No. 14 all this time; and yet we may be sure that Mrs. Darling does not blame us. If we had returned sooner to look with sorrowful sympathy at her, she would probably have cried, “Don’t be silly; what do I matter? Do go back and keep an eye on the children.” So long as mothers are like this their children will take advantage of them; and they may lay to that."
1380,16,"Even now we venture into that familiar nursery only because its lawful occupants are on their way home; we are merely hurrying on in advance of them to see that their beds are properly aired and that Mr. and Mrs. Darling do not go out for the evening. We are no more than servants. Why on earth should their beds be properly aired, seeing that they left them in such a thankless hurry? Would it not serve them jolly well right if they came back and found that their parents were spending the week-end in the country? It would be the moral lesson they have been in need of ever since we met them; but if we contrived things in this way Mrs. Darling would never forgive us."
1381,16,"One thing I should like to do immensely, and that is to tell her, in the way authors have, that the children are coming back, that indeed they will be here on Thursday week. This would spoil so completely the surprise to which Wendy and John and Michael are looking forward. They have been planning it out on the ship: mother’s rapture, father’s shout of joy, Nana’s leap through the air to embrace them first, when what they ought to be prepared for is a good hiding. How delicious to spoil it all by breaking the news in advance; so that when they enter grandly Mrs. Darling may not even offer Wendy her mouth, and Mr. Darling may exclaim pettishly, “Dash it all, here are those boys again.” However, we should get no thanks even for this. We are beginning to know Mrs. Darling by this time, and may be sure that she would upbraid us for depriving the children of their little pleasure."
1382,16,"“But, my dear madam, it is ten days till Thursday week; so that by telling you what’s what, we can save you ten days of unhappiness.”"
1383,16,"“Yes, but at what a cost! By depriving the children of ten minutes of delight.”"
1384,16,"“Oh, if you look at it in that way!”"
1385,16,“What other way is there in which to look at it?”
1386,16,"You see, the woman had no proper spirit. I had meant to say extraordinarily nice things about her; but I despise her, and not one of them will I say now. She does not really need to be told to have things ready, for they are ready. All the beds are aired, and she never leaves the house, and observe, the window is open. For all the use we are to her, we might well go back to the ship. However, as we are here we may as well stay and look on. That is all we are, lookers-on. Nobody really wants us. So let us watch and say jaggy things, in the hope that some of them will hurt."
1387,16,"The only change to be seen in the night-nursery is that between nine and six the kennel is no longer there. When the children flew away, Mr. Darling felt in his bones that all the blame was his for having chained Nana up, and that from first to last she had been wiser than he. Of course, as we have seen, he was quite a simple man; indeed he might have passed for a boy again if he had been able to take his baldness off; but he had also a noble sense of justice and a lion’s courage to do what seemed right to him; and having thought the matter out with anxious care after the flight of the children, he went down on all fours and crawled into the kennel. To all Mrs. Darling’s dear invitations to him to come out he replied sadly but firmly:"
1388,16,"“No, my own one, this is the place for me.”"
1389,16,"In the bitterness of his remorse he swore that he would never leave the kennel until his children came back. Of course this was a pity; but whatever Mr. Darling did he had to do in excess, otherwise he soon gave up doing it. And there never was a more humble man than the once proud George Darling, as he sat in the kennel of an evening talking with his wife of their children and all their pretty ways."
1390,16,"Very touching was his deference to Nana. He would not let her come into the kennel, but on all other matters he followed her wishes implicitly."
1391,16,"Every morning the kennel was carried with Mr. Darling in it to a cab, which conveyed him to his office, and he returned home in the same way at six. Something of the strength of character of the man will be seen if we remember how sensitive he was to the opinion of neighbours: this man whose every movement now attracted surprised attention. Inwardly he must have suffered torture; but he preserved a calm exterior even when the young criticised his little home, and he always lifted his hat courteously to any lady who looked inside."
1392,16,"It may have been Quixotic, but it was magnificent. Soon the inward meaning of it leaked out, and the great heart of the public was touched. Crowds followed the cab, cheering it lustily; charming girls scaled it to get his autograph; interviews appeared in the better class of papers, and society invited him to dinner and added, “Do come in the kennel.”"
1393,16,"On that eventful Thursday week, Mrs. Darling was in the night-nursery awaiting George’s return home; a very sad-eyed woman. Now that we look at her closely and remember the gaiety of her in the old days, all gone now just because she has lost her babes, I find I won’t be able to say nasty things about her after all. If she was too fond of her rubbishy children, she couldn’t help it. Look at her in her chair, where she has fallen asleep. The corner of her mouth, where one looks first, is almost withered up. Her hand moves restlessly on her breast as if she had a pain there. Some like Peter best, and some like Wendy best, but I like her best. Suppose, to make her happy, we whisper to her in her sleep that the brats are coming back. They are really within two miles of the window now, and flying strong, but all we need whisper is that they are on the way. Let’s."
1394,16,"It is a pity we did it, for she has started up, calling their names; and there is no one in the room but Nana."
1395,16,"“O Nana, I dreamt my dear ones had come back.”"
1396,16,"Nana had filmy eyes, but all she could do was put her paw gently on her mistress’s lap; and they were sitting together thus when the kennel was brought back. As Mr. Darling puts his head out to kiss his wife, we see that his face is more worn than of yore, but has a softer expression."
1397,16,"He gave his hat to Liza, who took it scornfully; for she had no imagination, and was quite incapable of understanding the motives of such a man. Outside, the crowd who had accompanied the cab home were still cheering, and he was naturally not unmoved."
1398,16,"“Listen to them,” he said; “it is very gratifying.”"
1399,16,"“Lots of little boys,” sneered Liza."
1400,16,"“There were several adults to-day,” he assured her with a faint flush; but when she tossed her head he had not a word of reproof for her. Social success had not spoilt him; it had made him sweeter. For some time he sat with his head out of the kennel, talking with Mrs. Darling of this success, and pressing her hand reassuringly when she said she hoped his head would not be turned by it."
1401,16,"“But if I had been a weak man,” he said. “Good heavens, if I had been a weak man!”"
1402,16,"“And, George,” she said timidly, “you are as full of remorse as ever, aren’t you?”"
1403,16,"“Full of remorse as ever, dearest! See my punishment: living in a kennel.”"
1404,16,"“But it is punishment, isn’t it, George? You are sure you are not enjoying it?”"
1405,16,“My love!”
1406,16,"You may be sure she begged his pardon; and then, feeling drowsy, he curled round in the kennel."
1407,16,"“Won’t you play me to sleep,” he asked, “on the nursery piano?” and as she was crossing to the day-nursery he added thoughtlessly, “And shut that window. I feel a draught.”"
1408,16,"“O George, never ask me to do that. The window must always be left open for them, always, always.”"
1409,16,"Now it was his turn to beg her pardon; and she went into the day-nursery and played, and soon he was asleep; and while he slept, Wendy and John and Michael flew into the room."
1410,16,"Oh no. We have written it so, because that was the charming arrangement planned by them before we left the ship; but something must have happened since then, for it is not they who have flown in, it is Peter and Tinker Bell."
1411,16,Peter’s first words tell all.
1412,16,"“Quick Tink,” he whispered, “close the window; bar it! That’s right. Now you and I must get away by the door; and when Wendy comes she will think her mother has barred her out; and she will have to go back with me.”"
1413,16,"Now I understand what had hitherto puzzled me, why when Peter had exterminated the pirates he did not return to the island and leave Tink to escort the children to the mainland. This trick had been in his head all the time."
1414,16,"Instead of feeling that he was behaving badly he danced with glee; then he peeped into the day-nursery to see who was playing. He whispered to Tink, “It’s Wendy’s mother! She is a pretty lady, but not so pretty as my mother. Her mouth is full of thimbles, but not so full as my mother’s was.”"
1415,16,Of course he knew nothing whatever about his mother; but he sometimes bragged about her.
1416,16,"He did not know the tune, which was “Home, Sweet Home,” but he knew it was saying, “Come back, Wendy, Wendy, Wendy”; and he cried exultantly, “You will never see Wendy again, lady, for the window is barred!”"
1417,16,"He peeped in again to see why the music had stopped, and now he saw that Mrs. Darling had laid her head on the box, and that two tears were sitting on her eyes."
1418,16,"“She wants me to unbar the window,” thought Peter, “but I won’t, not I!”"
1419,16,"He peeped again, and the tears were still there, or another two had taken their place."
1420,16,"“She’s awfully fond of Wendy,” he said to himself. He was angry with her now for not seeing why she could not have Wendy."
1421,16,"The reason was so simple: “I’m fond of her too. We can’t both have her, lady.”"
1422,16,"But the lady would not make the best of it, and he was unhappy. He ceased to look at her, but even then she would not let go of him. He skipped about and made funny faces, but when he stopped it was just as if she were inside him, knocking."
1423,16,"“Oh, all right,” he said at last, and gulped. Then he unbarred the window. “Come on, Tink,” he cried, with a frightful sneer at the laws of nature; “we don’t want any silly mothers;” and he flew away."
1424,16,"Thus Wendy and John and Michael found the window open for them after all, which of course was more than they deserved. They alighted on the floor, quite unashamed of themselves, and the youngest one had already forgotten his home."
1425,16,"“John,” he said, looking around him doubtfully, “I think I have been here before.”"
1426,16,"“Of course you have, you silly. There is your old bed.”"
1427,16,"“So it is,” Michael said, but not with much conviction."
1428,16,"“I say,” cried John, “the kennel!” and he dashed across to look into it."
1429,16,"“Perhaps Nana is inside it,” Wendy said."
1430,16,"But John whistled. “Hullo,” he said, “there’s a man inside it.”"
1431,16,“It’s father!” exclaimed Wendy.
1432,16,"“Let me see father,” Michael begged eagerly, and he took a good look. “He is not so big as the pirate I killed,” he said with such frank disappointment that I am glad Mr. Darling was asleep; it would have been sad if those had been the first words he heard his little Michael say."
1433,16,Wendy and John had been taken aback somewhat at finding their father in the kennel.
1434,16,"“Surely,” said John, like one who had lost faith in his memory, “he used not to sleep in the kennel?”"
1435,16,"“John,” Wendy said falteringly, “perhaps we don’t remember the old life as well as we thought we did.”"
1436,16,A chill fell upon them; and serve them right.
1437,16,"“It is very careless of mother,” said that young scoundrel John, “not to be here when we come back.”"
1438,16,It was then that Mrs. Darling began playing again.
1439,16,"“It’s mother!” cried Wendy, peeping."
1440,16,“So it is!” said John.
1441,16,"“Then are you not really our mother, Wendy?” asked Michael, who was surely sleepy."
1442,16,"“Oh dear!” exclaimed Wendy, with her first real twinge of remorse, “it was quite time we came back.”"
1443,16,"“Let us creep in,” John suggested, “and put our hands over her eyes.”"
1444,16,"But Wendy, who saw that they must break the joyous news more gently, had a better plan."
1445,16,"“Let us all slip into our beds, and be there when she comes in, just as if we had never been away.”"
1446,16,"And so when Mrs. Darling went back to the night-nursery to see if her husband was asleep, all the beds were occupied. The children waited for her cry of joy, but it did not come. She saw them, but she did not believe they were there. You see, she saw them in their beds so often in her dreams that she thought this was just the dream hanging around her still."
1447,16,"She sat down in the chair by the fire, where in the old days she had nursed them."
1448,16,"They could not understand this, and a cold fear fell upon all the three of them."
1449,16,“Mother!” Wendy cried.
1450,16,"“That’s Wendy,” she said, but still she was sure it was the dream."
1451,16,"“That’s John,” she said."
1452,16,“Mother!” cried Michael. He knew her now.
1453,16,"“That’s Michael,” she said, and she stretched out her arms for the three little selfish children they would never envelop again. Yes, they did, they went round Wendy and John and Michael, who had slipped out of bed and run to her."
1454,16,"“George, George!” she cried when she could speak; and Mr. Darling woke to share her bliss, and Nana came rushing in. There could not have been a lovelier sight; but there was none to see it except a little boy who was staring in at the window. He had had ecstasies innumerable that other children can never know; but he was looking through the window at the one joy from which he must be for ever barred."
1455,17,Chapter XVII. WHEN WENDY GREW UP
1456,17,"I hope you want to know what became of the other boys. They were waiting below to give Wendy time to explain about them; and when they had counted five hundred they went up. They went up by the stair, because they thought this would make a better impression. They stood in a row in front of Mrs. Darling, with their hats off, and wishing they were not wearing their pirate clothes. They said nothing, but their eyes asked her to have them. They ought to have looked at Mr. Darling also, but they forgot about him."
1457,17,"Of course Mrs. Darling said at once that she would have them; but Mr. Darling was curiously depressed, and they saw that he considered six a rather large number."
1458,17,"“I must say,” he said to Wendy, “that you don’t do things by halves,” a grudging remark which the twins thought was pointed at them."
1459,17,"The first twin was the proud one, and he asked, flushing, “Do you think we should be too much of a handful, sir? Because, if so, we can go away.”"
1460,17,"“Father!” Wendy cried, shocked; but still the cloud was on him. He knew he was behaving unworthily, but he could not help it."
1461,17,"“We could lie doubled up,” said Nibs."
1462,17,"“I always cut their hair myself,” said Wendy."
1463,17,"“George!” Mrs. Darling exclaimed, pained to see her dear one showing himself in such an unfavourable light."
1464,17,"Then he burst into tears, and the truth came out. He was as glad to have them as she was, he said, but he thought they should have asked his consent as well as hers, instead of treating him as a cypher in his own house."
1465,17,"“I don’t think he is a cypher,” Tootles cried instantly. “Do you think he is a cypher, Curly?”"
1466,17,"“No, I don’t. Do you think he is a cypher, Slightly?”"
1467,17,"“Rather not. Twin, what do you think?”"
1468,17,"It turned out that not one of them thought him a cypher; and he was absurdly gratified, and said he would find space for them all in the drawing-room if they fitted in."
1469,17,"“We’ll fit in, sir,” they assured him."
1470,17,"“Then follow the leader,” he cried gaily. “Mind you, I am not sure that we have a drawing-room, but we pretend we have, and it’s all the same. Hoop la!”"
1471,17,"He went off dancing through the house, and they all cried “Hoop la!” and danced after him, searching for the drawing-room; and I forget whether they found it, but at any rate they found corners, and they all fitted in."
1472,17,"As for Peter, he saw Wendy once again before he flew away. He did not exactly come to the window, but he brushed against it in passing so that she could open it if she liked and call to him. That is what she did."
1473,17,"“Hullo, Wendy, good-bye,” he said."
1474,17,"“Oh dear, are you going away?”"
1475,17,"“You don’t feel, Peter,” she said falteringly, “that you would like to say anything to my parents about a very sweet subject?”"
1476,17,"“About me, Peter?”"
1477,17,"Mrs. Darling came to the window, for at present she was keeping a sharp eye on Wendy. She told Peter that she had adopted all the other boys, and would like to adopt him also."
1478,17,“Would you send me to school?” he inquired craftily.
1479,17,“And then to an office?”
1480,17,“I suppose so.”
1481,17,“Soon I would be a man?”
1482,17,“Very soon.”
1483,17,"“I don’t want to go to school and learn solemn things,” he told her passionately. “I don’t want to be a man. O Wendy’s mother, if I was to wake up and feel there was a beard!”"
1484,17,"“Peter,” said Wendy the comforter, “I should love you in a beard;” and Mrs. Darling stretched out her arms to him, but he repulsed her."
1485,17,"“Keep back, lady, no one is going to catch me and make me a man.”"
1486,17,“But where are you going to live?”
1487,17,“With Tink in the house we built for Wendy. The fairies are to put it high up among the tree tops where they sleep at nights.”
1488,17,"“How lovely,” cried Wendy so longingly that Mrs. Darling tightened her grip."
1489,17,"“I thought all the fairies were dead,” Mrs. Darling said."
