,Index,Chapter,Content,Event,ESummary,EImportance,ERole,CTag,CText,Character,Location,LocationType,Time,SentimentScore,SentimentMagnitude
1893,1893,14,They looked at the dragon. It had grown three times in length in just a week. Smoke kept furling out of its nostrils. Hagrid hadn't been doing his gamekeeping duties because the dragon was keeping him so busy. There were empty brandy bottles and chicken feathers all over the floor.,"Norbert, the Dragon's Growth","As Norbert grows rapidly, the danger of Hagrid's illegal pet becomes more pressing, urging Harry and his friends to consider how to deal with the situation.",6.0,Turning Point,,,,,,,-0.20000000298023224,['maagnitude']
1894,1894,14,"'I've decided to call him Norbert,' said Hagrid, looking at the dragon with misty eyes. 'He really knows me now, watch. Norbert! Norbert! Where's Mommy?'",,,,,,,,,,,0.30000001192092896,['maagnitude']
1895,1895,14,"'He's lost his marbles,' Ron muttered in Harry's ear.",,,,,,,,,,,-0.4000000059604645,['maagnitude']
1896,1896,14,"'Hagrid,' said Harry loudly, 'give it two weeks and Norbert's going to be as long as your house. Malfoy could go to Dumbledore at any moment.'",,,,,,,,,,,0.0,['maagnitude']
1897,1897,14,Hagrid bit his lip.,,,,,,,,,,,-0.30000001192092896,['maagnitude']
1898,1898,14,"'I -- I know I can't keep him forever, but I can't jus' dump him, I can't.'",,,,,Statement,"Hagrid expresses affection for Norbert, the dragon.",Hagrid,,,,-0.6000000238418579,['maagnitude']
1899,1899,14,"Harry suddenly turned to Ron. Charlie, he said.",,,,,,,,,,,-0.4000000059604645,['maagnitude']
1900,1900,14,"'You're losing it, too,' said Ron. 'I'm Ron, remember?'",Planning to Send Norbert Away,"Harry, Ron, and Hermione devise a plan to send Norbert to Ron's brother Charlie in Romania, showing their willingness to act to protect both Hagrid and the dragon.",6.0,Turning Point,Statement,"Harry suggests sending the dragon to Ron's brother, Charlie.",Harry,,,,-0.4000000059604645,['maagnitude']
1901,1901,14,"'No -- Charlie -- your brother, Charlie. In Romania. Studying dragons. We could send Norbert to him. Charlie can take care of him and then put him back in the wild!'",Planning to Send Norbert Away,"Harry, Ron, and Hermione devise a plan to send Norbert to Ron's brother Charlie in Romania, showing their willingness to act to protect both Hagrid and the dragon.",6.0,Turning Point,,,,,,,0.0,['maagnitude']
1902,1902,14,"'Brilliant!' said Ron. 'How about it, Hagrid?'",Planning to Send Norbert Away,"Harry, Ron, and Hermione devise a plan to send Norbert to Ron's brother Charlie in Romania, showing their willingness to act to protect both Hagrid and the dragon.",6.0,Turning Point,,,,,,,-0.10000000149011612,['maagnitude']
1903,1903,14,"And in the end, Hagrid agreed that they could send -an owl to Charlie to ask him. The following week dragged by. Wednesday night found Hermione and Harry sitting alone in the common room, long after everyone else had gone to bed. The clock on the wall had just",Planning to Send Norbert Away,"Harry, Ron, and Hermione devise a plan to send Norbert to Ron's brother Charlie in Romania, showing their willingness to act to protect both Hagrid and the dragon.",6.0,Turning Point,,,,castle,INT,night,0.0,['maagnitude']
1904,1904,14,"chimed midnight when the portrait hole burst open. Ron appeared out of nowhere as he pulled off Harry's invisibility cloak. He had been down at Hagrid's hut, helping him feed Norbert, who was now eating dead rats by the crate.",,,,,,,,castle,INT,night,-0.30000001192092896,['maagnitude']
1905,1905,14,"'It bit me!' he said, showing them his hand, which was wrapped in a bloody handkerchief. 'I'm not going to be able to hold a quill for a week. I tell you, that dragon's the most horrible animal I've ever met, but the way Hagrid goes on about it, you'd think it was a fluffy little bunny rabbit. When it bit me he told me off for frightening it. And when I left, he was singing it a lullaby.'",,,,,,,,castle,INT,night,-0.6000000238418579,['maagnitude']
1906,1906,14,There was a tap on the dark window.,,,,,,,,castle,INT,night,-0.20000000298023224,['maagnitude']
1907,1907,14,"'It's Hedwig!' said Harry, hurrying to let her in. 'She'll have Charlie's answer!'",,,,,,,,castle,INT,night,0.0,['maagnitude']
1908,1908,14,The three of them put their heads together to read the note.,,,,,,,,castle,INT,night,0.0,['maagnitude']
1909,1909,14,"Dear Ron,",,,,,,,,castle,INT,night,-0.10000000149011612,['maagnitude']
1910,1910,14,"How are you? Thanks for the letter -- I'd be glad to take the Norwegian Ridgeback, but it won't be easy getting him here. I think the best thing will be to send him over with some friends of mine who are coming to visit me next week. Trouble is, they mustn't be seen carrying an illegal dragon. Could you get the Ridgeback up the tallest tower at midnight on Saturday? They can meet you there and take him away while it's still dark.",,,,,,,,castle,INT,night,0.0,['maagnitude']
1911,1911,14,"Send me an answer as soon as possible. Love,",,,,,,,,castle,INT,night,0.0,['maagnitude']
1912,1912,14,Charlie,,,,,,,,castle,INT,night,0.30000001192092896,['maagnitude']
1913,1913,14,They looked at one another.,,,,,,,,,,,-0.30000001192092896,['maagnitude']
1914,1914,14,"'We've got the invisibility cloak,' said Harry. 'It shouldn't be too difficult -- I think the cloaks big enough to cover two of us and Norbert.'",,,,,,,,,,,-0.20000000298023224,['maagnitude']
1915,1915,14,It was a mark of how bad the last week had been that the other two agreed with him. Anything to get rid of Norbert -- and Malfoy.,,,,,,,,,,,-0.10000000149011612,['maagnitude']
1916,1916,14,"There was a hitch. By the next morning, Ron's bitten hand had swollen to twice its usual size. He didn't know whether it was safe to go to Madam Pomfrey -- would she recognize a dragon bite? By the afternoon, though, he had no choice. The cut had turned a nasty shade of green. It looked as if Norbert's fangs were poisonous.",,,,,,,,,,,-0.6000000238418579,['maagnitude']
1917,1917,14,Harry and Hermione rushed up to the hospital wing at the end of the day to find Ron in a terrible state in bed.,,,,,,,,,,,-0.5,['maagnitude']
1918,1918,14,"'It's not just my hand,' he whispered, 'although that feels like it's about to fall off. Malfoy told Madam Pomfrey he wanted to borrow one of my books so he could come and have a good laugh at me. He kept threatening to tell her what really bit me -- I've told her it was a dog, but I don't think she believes me -I shouldn't have hit him at the Quidditch match, that's why he's doing this.'",Malfoy's Encounter with Ron,"Malfoy overhears Ron's predicament, creating an additional layer of tension as he threatens to expose Ron's secret regarding Norbert.",6.0,Climax,Statement,Harry attempts to reassure Ron about their plan.,Harry,,,,-0.10000000149011612,['maagnitude']
1919,1919,14,Harry and Hermione tried to calm Ron down.,Malfoy's Encounter with Ron,"Malfoy overhears Ron's predicament, creating an additional layer of tension as he threatens to expose Ron's secret regarding Norbert.",6.0,Climax,,,,,,,0.10000000149011612,['maagnitude']
1920,1920,14,"'It'll all be over at midnight on Saturday,' said Hermione, but this didn't soothe Ron at all. On the contrary, he sat bolt upright and broke into a sweat.",Malfoy's Encounter with Ron,"Malfoy overhears Ron's predicament, creating an additional layer of tension as he threatens to expose Ron's secret regarding Norbert.",6.0,Climax,,,,,,,-0.5,['maagnitude']
1921,1921,14,"'Midnight on Saturday!' he said in a hoarse voice. 'Oh no oh no -- I've just remembered -- Charlie's letter was in that book Malfoy took, he's going to know we're getting rid of Norbert.'",Malfoy's Encounter with Ron,"Malfoy overhears Ron's predicament, creating an additional layer of tension as he threatens to expose Ron's secret regarding Norbert.",6.0,Climax,Statement,"Hermione tries to calm Ron, assuring him it will be over soon.",Hermione,,,,0.0,['maagnitude']
1922,1922,14,"Harry and Hermione didn't get a chance to answer. Madam Pomfrey came over at that moment and made them leave, saying Ron needed sleep.",Malfoy's Encounter with Ron,"Malfoy overhears Ron's predicament, creating an additional layer of tension as he threatens to expose Ron's secret regarding Norbert.",6.0,Climax,Statement,Ron panics about Charlie's letter falling into Malfoy's hands.,Ron,,,,-0.6000000238418579,['maagnitude']
1923,1923,14,"'It's too late to change the plan now,' Harry told Hermione. 'We haven't got time to send Charlie another owl, and this could be our only chance to get rid of Norbert. We'll have to risk it. And we have got the invisibility cloak, Malfoy doesn't know about that.' They found Fang, the boarhound, sitting outside with a bandaged tail when they went to tell Hagrid, who opened a window to talk to them.",,,,,,,,,,,-0.4000000059604645,['maagnitude']
1924,1924,14,"'I won't let you in,' he puffed. 'Norbert's at a tricky stage -- nothin' I can't handle.'",,,,,,,,,,,-0.20000000298023224,['maagnitude']
1925,1925,14,"When they told him about Charlie's letter, his eyes filled with tears, although that might have been because Norbert had just bitten him on the leg.",,,,,,,,,,,-0.5,['maagnitude']
1926,1926,14,"'Aargh! It's all right, he only got my boot -- jus' playin' -- he's only a baby, after all.'",,,,,,,,,,,0.0,['maagnitude']
1927,1927,14,"The baby banged its tail on the wall, making the windows rattle. Harry and Hermione walked back to the castle feeling Saturday couldn't come quickly enough.",,,,,,,,,,,-0.10000000149011612,['maagnitude']
1928,1928,14,"They would have felt sorry for Hagrid when the time came for him to say good-bye to Norbert if they hadn't been so worried about what they had to do. It was a very dark, cloudy night, and they were a bit late arriving at Hagrid's hut because they'd had to wait for Peeves to get out of their way in the entrance hall, where he'd been playing tennis against the wall. Hagrid had Norbert packed and ready in a large crate.",,,,,,,,castle,INT,night,-0.20000000298023224,['maagnitude']
1929,1929,14,"'He's got lots o' rats an' some brandy fer the journey,' said Hagrid in a muffled voice. 'An' I've packed his teddy bear in case he gets lonely.'",,,,,,,,castle,INT,night,-0.20000000298023224,['maagnitude']
1930,1930,14,"From inside the crate came ripping noises that sounded to Harry as though the teddy was having his head torn off. 'Bye-bye, Norbert!' Hagrid sobbed, as Harry and Hermione covered the crate with the invisibility cloak and stepped underneath it themselves. 'Mommy will never forget you!'",,,,,Action,Hagrid prepares Norbert for travel before saying goodbye.,Hagrid,castle,INT,night,0.0,['maagnitude']
1931,1931,14,"How they managed to get the crate back up to the castle, they never knew. Midnight ticked nearer as they heaved Norbert up the marble staircase in the entrance hall and along the dark corridors. UP another staircase, then another -- even one of Harry's shortcuts didn't make the work much easier.",,,,,,,,castle,INT,night,-0.5,['maagnitude']
1932,1932,14,'Nearly there!' Harry panted as they reached the corridor beneath the tallest tower.,,,,,,,,castle,INT,night,0.10000000149011612,['maagnitude']
1933,1933,14,"Then a sudden movement ahead of them made them almost drop the crate. Forgetting that they were already invisible, they shrank into the shadows, staring at the dark outlines of two people grappling with each other ten feet away. A lamp flared.",,,,,,,,castle,INT,night,-0.5,['maagnitude']
1934,1934,14,"Professor McGonagall, in a tartan bathrobe and a hair net, had Malfoy by the ear.",,,,,Action,Malfoy is caught by Professor McGonagall for wandering at night.,Malfoy,castle,INT,night,-0.20000000298023224,['maagnitude']
1935,1935,14,"'Detention!' she shouted. 'And twenty points from Slytherin! Wandering around in the middle of the night, how dare you --'",,,,,,,,castle,INT,night,0.0,['maagnitude']
1936,1936,14,"'You don't understand, Professor. Harry Potter's coming -- he's got a dragon!'",,,,,,,,castle,INT,night,0.0,['maagnitude']
1937,1937,14,"'What utter rubbish! How dare you tell such lies! Come on -- I shall see Professor Snape about you, Malfoy!'",,,,,Statement,Malfoy tries to convince Professor McGonagall of Harry's wrongdoing.,Malfoy,castle,INT,night,-0.6000000238418579,['maagnitude']
1938,1938,14,"The steep spiral staircase up to the top of the tower seemed the easiest thing in the world after that. Not until they'd stepped out into the cold night air did they throw off the cloak, glad to be able to breathe properly again. Hermione did a sort of jig.",,,,,,,,castle,INT,night,0.20000000298023224,['maagnitude']
1939,1939,14,"'Malfoy's got detention! I could sing!' 'Don't,' Harry advised her.",,,,,,,,castle,INT,night,-0.10000000149011612,['maagnitude']
1940,1940,14,"Chuckling about Malfoy, they waited, Norbert thrashing about in his crate. About ten minutes later, four broomsticks came swooping down out of the darkness.",Successful Handover of Norbert,"Harry and Hermione successfully hand over Norbert to Charlie's friends, signifying relief from the pressures of keeping the dragon secret and removing the immediate danger.",7.0,Resolution,,,,castle,INT,night,-0.20000000298023224,['maagnitude']
1941,1941,14,"Charlie's friends were a cheery lot. They showed Harry and Hermione the harness they'd rigged up, so they could suspend Norbert between them. They all helped buckle Norbert safely into it and then Harry and Hermione shook hands with the others and thanked them very much.",Successful Handover of Norbert,"Harry and Hermione successfully hand over Norbert to Charlie's friends, signifying relief from the pressures of keeping the dragon secret and removing the immediate danger.",7.0,Resolution,,,,castle,INT,night,0.10000000149011612,['maagnitude']
1942,1942,14,"At last, Norbert was going... going... gone.",Successful Handover of Norbert,"Harry and Hermione successfully hand over Norbert to Charlie's friends, signifying relief from the pressures of keeping the dragon secret and removing the immediate danger.",7.0,Resolution,Action,Harry and Hermione watch as Norbert is taken away.,Harry,castle,INT,night,-0.20000000298023224,['maagnitude']
1943,1943,14,"They slipped back down the spiral staircase, their hearts as light as their hands, now that Norbert was off them. No more dragon -- Malfoy in detention -- what could spoil their happiness? The answer to that was waiting at the foot of the stairs. As they stepped into the corridor, Filch's face loomed suddenly out of the darkness.",Filch's Sudden Appearance,"As they celebrate their success, Filch catches Harry and Hermione, foreshadowing potential consequences and complications that may arise in the future.",6.0,Climax,,,,,,,-0.30000001192092896,['maagnitude']
1944,1944,15,"'Well, well, well,' he whispered, 'we are in trouble.' They'd left the invisibility cloak on top of the tower. THE FORIBIDDEN FOREST",Harry realizes they left the invisibility cloak behind,"Harry and his friends acknowledge the gravity of their situation after forgetting their invisibility cloak on top of the tower, putting them in danger of being caught out of bed and in trouble with Professor McGonagall.",7.0,Inciting Incident,,,,castle,INT,night,-0.20000000298023224,['maagnitude']
1945,1945,15,Things couldn't have been worse.,Harry realizes they left the invisibility cloak behind,"Harry and his friends acknowledge the gravity of their situation after forgetting their invisibility cloak on top of the tower, putting them in danger of being caught out of bed and in trouble with Professor McGonagall.",7.0,Inciting Incident,,,,castle,INT,night,-0.800000011920929,['maagnitude']
1946,1946,15,"Filch took them down to Professor McGonagall's study on the first floor, where they sat and waited without saying a word to each other. Hermione was trembling. Excuses, alibis, and wild cover- up stories chased each other around Harry's brain, each more feeble than the last. He couldn't see how they were going to get out of trouble this time. They were cornered. How could they have been so stupid as to forget the cloak? There was no reason on earth that Professor McGonagall would accept for their being out of bed and creeping around the school in the dead of night, let alone being up the tallest astronomy tower, which was out-of-bounds except for classes. Add Norbert and the invisibility cloak, and they might as well be packing their bags already.",Harry realizes they left the invisibility cloak behind,"Harry and his friends acknowledge the gravity of their situation after forgetting their invisibility cloak on top of the tower, putting them in danger of being caught out of bed and in trouble with Professor McGonagall.",7.0,Inciting Incident,Action,Hermione trembles in fear while waiting for Professor McGonagall.,Hermione Granger,castle,INT,night,-0.30000001192092896,['maagnitude']
1947,1947,15,"Had Harry thought that things couldn't have been worse? He was wrong. When Professor McGonagall appeared, she was leading Neville.",Professor McGonagall catches Harry and friends,"Professor McGonagall finds Harry, Hermione, and Neville and is furious about their nighttime escapade, leading to detention and a significant loss of house points for Gryffindor, which could jeopardize their chances to win the house cup.",7.0,Turning Point,Action,Neville is led by Professor McGonagall after being caught out of bed.,Neville Longbottom,castle,INT,night,-0.4000000059604645,['maagnitude']
1948,1948,15,"'Harry!' Neville burst Out, the moment he saw the other two. 'I was trying to find you to warn you, I heard Malfoy saying he was going to catch you, he said you had a drag --'",Professor McGonagall catches Harry and friends,"Professor McGonagall finds Harry, Hermione, and Neville and is furious about their nighttime escapade, leading to detention and a significant loss of house points for Gryffindor, which could jeopardize their chances to win the house cup.",7.0,Turning Point,Action,"Malfoy threatens Harry, trying to get him in trouble.",Draco Malfoy,castle,INT,night,0.0,['maagnitude']
1949,1949,15,"Harry shook his head violently to shut Neville up, but Professor McGonagall had seen. She looked more likely to breathe fire than Norbert as she towered over the three of them.",Professor McGonagall catches Harry and friends,"Professor McGonagall finds Harry, Hermione, and Neville and is furious about their nighttime escapade, leading to detention and a significant loss of house points for Gryffindor, which could jeopardize their chances to win the house cup.",7.0,Turning Point,,,,castle,INT,night,-0.4000000059604645,['maagnitude']
1950,1950,15,'I would never have believed it of any of you. Mr. Filch says you were up in the astronomy tower. It's one o'clock in the morning. Explain yourselves.',Professor McGonagall catches Harry and friends,"Professor McGonagall finds Harry, Hermione, and Neville and is furious about their nighttime escapade, leading to detention and a significant loss of house points for Gryffindor, which could jeopardize their chances to win the house cup.",7.0,Turning Point,Statement,Professor McGonagall expresses disappointment at the students' actions.,Professor McGonagall,castle,INT,night,-0.30000001192092896,['maagnitude']
1951,1951,15,"It was the first time Hermione had ever failed to answer a teacher's question. She was staring at her slippers, as still as a statue. 'I think I've got a good idea of what's been going on,' said Professor McGonagall. 'It doesn't take a genius to work it out. You fed Draco Malfoy some cock-and-bull story about a dragon, trying to get him out of bed and into trouble. I've already caught him. I suppose you think it's funny that Longbottom here heard the story and believed it, too?'",Professor McGonagall catches Harry and friends,"Professor McGonagall finds Harry, Hermione, and Neville and is furious about their nighttime escapade, leading to detention and a significant loss of house points for Gryffindor, which could jeopardize their chances to win the house cup.",7.0,Turning Point,Action,Neville looks stunned when Professor McGonagall accuses them of lying.,Neville Longbottom,castle,INT,night,-0.20000000298023224,['maagnitude']
1952,1952,15,"Harry caught Neville's eye and tried to tell him without words that this wasn't true, because Neville was looking stunned and hurt. Poor, blundering Neville -- Harry knew what it must have cost him to try and find them in the dark, to warn them.",Professor McGonagall catches Harry and friends,"Professor McGonagall finds Harry, Hermione, and Neville and is furious about their nighttime escapade, leading to detention and a significant loss of house points for Gryffindor, which could jeopardize their chances to win the house cup.",7.0,Turning Point,,,,castle,INT,night,-0.699999988079071,['maagnitude']
1953,1953,15,"'I'm disgusted,' said Professor McGonagall. 'Four students out of bed in one night! I've never heard of such a thing before! You, Miss Granger, I thought you had more sense. As for you, Mr. Potter, I thought Gryffindor meant more to you than this. All three of you will receive detentions -- yes, you too, Mr. Longbottom, nothing gives you the right to walk around school at night, especially these days, it's very dangerous -- and fifty points will be taken from Gryffindor.'",Professor McGonagall catches Harry and friends,"Professor McGonagall finds Harry, Hermione, and Neville and is furious about their nighttime escapade, leading to detention and a significant loss of house points for Gryffindor, which could jeopardize their chances to win the house cup.",7.0,Turning Point,Statement,She gives out detentions and deducts points from Gryffindor.,Professor McGonagall,castle,INT,night,-0.4000000059604645,['maagnitude']
1954,1954,15,"'Fifty?' Harry gasped -- they would lose the lead, the lead he'd won in the last Quidditch match.",Professor McGonagall catches Harry and friends,"Professor McGonagall finds Harry, Hermione, and Neville and is furious about their nighttime escapade, leading to detention and a significant loss of house points for Gryffindor, which could jeopardize their chances to win the house cup.",7.0,Turning Point,,,,castle,INT,night,-0.10000000149011612,['maagnitude']
1955,1955,15,"'Fifty points each,' said Professor McGonagall, breathing heavily through her long, pointed nose. 'Professor -- please",Professor McGonagall catches Harry and friends,"Professor McGonagall finds Harry, Hermione, and Neville and is furious about their nighttime escapade, leading to detention and a significant loss of house points for Gryffindor, which could jeopardize their chances to win the house cup.",7.0,Turning Point,,,,castle,INT,night,-0.20000000298023224,['maagnitude']
1956,1956,15,'You can't --',Professor McGonagall catches Harry and friends,"Professor McGonagall finds Harry, Hermione, and Neville and is furious about their nighttime escapade, leading to detention and a significant loss of house points for Gryffindor, which could jeopardize their chances to win the house cup.",7.0,Turning Point,,,,castle,INT,night,-0.6000000238418579,['maagnitude']
1957,1957,15,"'Don't tell me what I can and can't do, Potter. Now get back to bed, all of you. I've never been more ashamed of Gryffindor students.' A hundred and fifty points lost. That put Gryffindor in last place. In one night, they'd ruined any chance Gryffindor had had for the house cup. Harry felt as though the bottom had dropped out of his stomach. How could they ever make up for this?",Professor McGonagall catches Harry and friends,"Professor McGonagall finds Harry, Hermione, and Neville and is furious about their nighttime escapade, leading to detention and a significant loss of house points for Gryffindor, which could jeopardize their chances to win the house cup.",7.0,Turning Point,,,,,,,-0.6000000238418579,['maagnitude']
1958,1958,15,"Harry didn't sleep all night. He could hear Neville sobbing into his pillow for what seemed like hours. Harry couldn't think of anything to say to comfort him. He knew Neville, like himself, was dreading the dawn. What would happen when the rest of Gryffindor found out what they'd done?",Gryffindors react to the lost points,"The next day, Harry faces the backlash from the Gryffindor house after their lost points, feeling the heavy weight of disappointment and isolation as he becomes the most hated student, even being insulted by others.",6.0,Climax,,,,,,,-0.10000000149011612,['maagnitude']
1959,1959,15,"At first, Gryffindors passing the giant hourglasses that recorded the house points the next day thought there'd been a mistake. How could they suddenly have a hundred and fifty points fewer than yesterday? And then the story started to spread: Harry Potter, the famous Harry Potter, their hero of two Quidditch matches, had lo st them all those points, him and a couple of other stupid first years.",Gryffindors react to the lost points,"The next day, Harry faces the backlash from the Gryffindor house after their lost points, feeling the heavy weight of disappointment and isolation as he becomes the most hated student, even being insulted by others.",6.0,Climax,,,,,,,-0.20000000298023224,['maagnitude']
1960,1960,15,"From being one of the most popular and admired people at the school, Harry was suddenly the most hated. Even Ravenclaws and Hufflepuffs turned on him, because everyone had been longing to see Slytherin lose the house cup. Everywhere Harry went, people pointed and didn't trouble to lower their voices as they insulted him. Slytherins, on the other hand, clapped as he walked past them, whistling and cheering, 'Thanks Potter, we owe you one!'",Gryffindors react to the lost points,"The next day, Harry faces the backlash from the Gryffindor house after their lost points, feeling the heavy weight of disappointment and isolation as he becomes the most hated student, even being insulted by others.",6.0,Climax,,,,,,,-0.4000000059604645,['maagnitude']
1961,1961,15,Only Ron stood by him.,,,,,,,,,,,-0.10000000149011612,['maagnitude']
1962,1962,15,"'They'll all forget this in a few weeks. Fred and George have lost loads of points in all the time they've been here, and people still like them.' 'They've never lost a hundred and fifty points in one go, though, have they?' said Harry miserably.",,,,,,,,,,,-0.5,['maagnitude']
1963,1963,15,"'Well -- no,' Ron admitted. It was a bit late to repair the damage, but Harry swore to himself not to meddle in things that weren't his business from now on. He'd had it with sneaking around and spying. He felt so ashamed of himself that he went to Wood and offered to resign from the Quidditch team.",,,,,Action,"Feeling ashamed, Harry offers to resign from the Quidditch team.",Harry Potter,,,,-0.4000000059604645,['maagnitude']
1964,1964,15,'Resign?' Wood thundered. 'What good'll that do? How are we going to get any points back if we can't win at Quidditch?',,,,,,,,,,,-0.10000000149011612,['maagnitude']
1965,1965,15,"But even Quidditch had lost its fun. The rest of the team wouldn't speak to Harry during practice, and if they had to speak about him, they called him 'the Seeker.'",,,,,,,,,,,-0.20000000298023224,['maagnitude']
1966,1966,15,"Hermione and Neville were suffering, too. They didn't have as bad a time as Harry, because they weren't as well-known, but nobody would speak to them, either. Hermione had stopped drawing attention to herself in class, keeping her head down and working in silence.",,,,,Action,Hermione keeps her head down and works silently in class after losing points.,Hermione Granger,,,,-0.5,['maagnitude']
1967,1967,15,"Harry was almost glad that the exams weren't far away. All the studying he had to do kept his mind off his misery. He, Ron, and Hermione kept to themselves, working late into the night, trying to remember the ingredients in complicated potions, learn charms and spells by heart, memorize the dates of magical discoveries and goblin rebellions....",,,,,,,,,,,0.30000001192092896,['maagnitude']
1968,1968,15,"Then, about a week before the exams were due to start, Harry's new resolution not to interfere in anything that didn't concern him was put to an unexpected test. Walking back from the library on his own one afternoon, he heard somebody whimpering from a classroom up ahead. As he drew closer, he heard Quirrell's voice.",Harry overhears Quirrell,"While walking back from the library, Harry overhears Professor Quirrell appearing distressed, hinting at a deeper threat potentially linked to Snape and the Sorcerer's Stone.",5.0,Setup,,,,,,,0.0,['maagnitude']
1969,1969,15,"'No -- no -- not again, please --'",Harry overhears Quirrell,"While walking back from the library, Harry overhears Professor Quirrell appearing distressed, hinting at a deeper threat potentially linked to Snape and the Sorcerer's Stone.",5.0,Setup,,,,,,,-0.699999988079071,['maagnitude']
1970,1970,15,It sounded as though someone was threatening him. Harry moved closer.,Harry overhears Quirrell,"While walking back from the library, Harry overhears Professor Quirrell appearing distressed, hinting at a deeper threat potentially linked to Snape and the Sorcerer's Stone.",5.0,Setup,,,,,,,-0.4000000059604645,['maagnitude']
1971,1971,15,'All right -- all right --' he heard Quirrell sob.,Harry overhears Quirrell,"While walking back from the library, Harry overhears Professor Quirrell appearing distressed, hinting at a deeper threat potentially linked to Snape and the Sorcerer's Stone.",5.0,Setup,,,,,,,0.0,['maagnitude']
1972,1972,15,"Next second, Quirrell came hurrying out of the classroom straightening his turban. He was pale and looked as though he was about to cry. He strode out of sight; Harry didn't think Quirrell had even noticed him. He waited until Quirrell's footsteps had disappeared, then peered into the classroom. It was empty, but a door stood ajar at the other end. Harry was halfway toward it before he remembered what he'd promised himself about not meddling.",Harry overhears Quirrell,"While walking back from the library, Harry overhears Professor Quirrell appearing distressed, hinting at a deeper threat potentially linked to Snape and the Sorcerer's Stone.",5.0,Setup,,,,,,,-0.30000001192092896,['maagnitude']
1973,1973,15,"All the same, he'd have gambled twelve Sorcerer's Stones that Snape had just left the room, and from what Harry had just heard, Snape would be walking with a new spring in his step -- Quirrell seemed to have given in at last.",,,,,,,,,,,0.0,['maagnitude']
1974,1974,15,"Harry went back to the library, where Hermione was testing Ron on Astronomy. Harry told them what he'd heard. 'Snape's done it, then!' said Ron. 'If Quirrell's told him how to break his Anti-Dark Force spell --'",,,,,,,,,,,0.0,['maagnitude']
1975,1975,15,"'There's still Fluffy, though,' said Hermione.",,,,,,,,,,,0.0,['maagnitude']
1976,1976,15,"'Maybe Snape's found out how to get past him without asking Hagrid,' said Ron, looking up at the thousands of books surrounding them. 'I bet there's a book somewhere in here telling you how to get past a giant three-headed dog. So what do we do, Harry?'",,,,,,,,,,,-0.10000000149011612,['maagnitude']
1977,1977,15,"The light of adventure was kindling again in Ron's eyes, but Hermione answered before Harry could.",,,,,,,,,,,0.20000000298023224,['maagnitude']
1978,1978,15,'Go to Dumbledore. That's what we should have done ages ago. If we try anything ourselves we'll be thrown out for sure.',,,,,,,,,,,-0.20000000298023224,['maagnitude']
1979,1979,15,"'But we've got no proof!' said Harry. 'Quirrell's too scared to back us up. Snape's only got to say he doesn't know how the troll got in at Halloween and that he was nowhere near the third floor -- who do you think they'll believe, him or us? It's not exactly a secret we hate him, Dumbledore'll think we made it up to get him sacked. Filch wouldn't help us if his life depended on it, he's too friendly with Snape, and the more students get thrown out, the better, he'll think. And don't forget, we're not supposed to know about the Stone or Fluffy. That'll take a lot of explaining.'",,,,,,,,,,,-0.6000000238418579,['maagnitude']
1980,1980,15,"Hermione looked convinced, but Ron didn't.",,,,,,,,,,,-0.5,['maagnitude']
1981,1981,15,'If we just do a bit of poking around --',,,,,,,,,,,-0.20000000298023224,['maagnitude']
1982,1982,15,"'No,' said Harry flatly, 'we've done enough poking around.'",,,,,,,,,,,-0.30000001192092896,['maagnitude']
1983,1983,15,He pulled a map of Jupiter toward him and started to learn the names of its moons.,,,,,,,,,,,0.10000000149011612,['maagnitude']
1984,1984,15,"The following morning, notes were delivered to Harry, Hermione, and Neville at the breakfast table. They were all the same:",,,,,,,,,,,-0.10000000149011612,['maagnitude']
1985,1985,15,Your detention will take place at eleven o'clock tonight. Meet Mr. Filch in the entrance hall.,Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,castle,INT,night,-0.10000000149011612,['maagnitude']
1986,1986,15,"Professor McGonagall Harry had forgotten they still had detentions to do in the furor over the points they'd lost. He half expected Hermione to complain that this was a whole night of studying lost, but she didn't say a word. Like Harry, she felt they deserved what they'd got. At eleven o'clock that night, they said good-bye to Ron in the common room and went down to the entrance hall with Neville. Filch was already there -- and so was Malfoy. Harry had also forgotten that Malfoy had gotten a detention, too.",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,castle,INT,night,-0.20000000298023224,['maagnitude']
1987,1987,15,"'Follow me,' said Filch, lighting a lamp and leading them outside.",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,grounds,EXT,night,0.0,['maagnitude']
