,_Index,Chapter,Content,Word_Count,Text_Length,Location,LocationType,Time,Event,ESummary,EImportance,CTag,CText,Character,ERole,reduce_distance,reduce_distance_stack,x_reduce,y_reduce,cluster
637,637,10,"“But about his toes?” the Mock Turtle persisted. “How _could_ he turn them out with his nose, you know?”",19,104,sea-shore,EXT,day,Alice's Recitation Challenge,,6.0,,,,,0.0069972435012459755,40.34579468774609,-0.25441948,0.9871502,76
638,638,10,"“It’s the first position in dancing.” Alice said; but was dreadfully puzzled by the whole thing, and longed to change the subject.",22,130,sea-shore,EXT,day,Alice's Recitation Challenge,,6.0,,,,,0.015008440241217613,40.36080312798731,-0.256456,0.97228056,76
639,639,10,"“Go on with the next verse,” the Gryphon repeated impatiently: “it begins ‘_I passed by his garden_.’”",17,102,sea-shore,EXT,day,Alice's Recitation Challenge,,6.0,,,,,0.0584883838891983,40.41929151187651,-0.24125035,1.0287578,76
640,640,10,"Alice did not dare to disobey, though she felt sure it would all come wrong, and she went on in a trembling voice:—",23,115,sea-shore,EXT,day,Alice's Recitation Challenge,,6.0,,,,,0.0780838131904602,40.49737532506697,-0.17628652,1.0720797,76
641,641,10,"“I passed by his garden, and marked, with one eye, How the Owl and the Panther were sharing a pie—”",20,99,sea-shore,EXT,day,Alice's Recitation Challenge,,6.0,,,,,0.11639148741960526,40.613766812486574,-0.29261595,1.0682794,77
642,642,10,"[later editions continued as follows The Panther took pie-crust, and gravy, and meat, While the Owl had the dish as its share of the treat. When the pie was all finished, the Owl, as a boon, Was kindly permitted to pocket the spoon: While the Panther received knife and fork with a growl, And concluded the banquet—]",57,316,sea-shore,EXT,day,Alice's Recitation Challenge,,6.0,,,,,0.02023303136229515,40.63399984384887,-0.30481192,1.0521352,77
643,643,10,"“What _is_ the use of repeating all that stuff,” the Mock Turtle interrupted, “if you don’t explain it as you go on? It’s by far the most confusing thing _I_ ever heard!”",32,170,sea-shore,EXT,day,Alice's Recitation Challenge,,6.0,,,,,0.09314702451229095,40.72714686836116,-0.3900651,1.0146084,77
644,644,10,"“Yes, I think you’d better leave off,” said the Gryphon: and Alice was only too glad to do so.",19,94,sea-shore,EXT,day,Alice's Recitation Challenge,,6.0,,,,,0.02895980514585972,40.75610667350702,-0.41902375,1.0148672,77
645,645,10,“Shall we try another figure of the Lobster Quadrille?” the Gryphon went on. “Or would you like the Mock Turtle to sing you a song?”,25,132,sea-shore,EXT,day,The Mock Turtle's Song,,5.0,,,,,0.07934390753507614,40.835450581042096,-0.49696976,1.0296954,77
646,646,10,"“Oh, a song, please, if the Mock Turtle would be so kind,” Alice replied, so eagerly that the Gryphon said, in a rather offended tone, “Hm! No accounting for tastes! Sing her ‘_Turtle Soup_,’ will you, old fellow?”",38,214,sea-shore,EXT,day,Mock Turtle's Song Request,"The Mock Turtle begins to sing 'Beautiful Soup,' emphasizing the whimsical and absurd themes that run throughout the chapter.",7.0,,,,Climax,0.016500776633620262,40.851951357675716,-0.49364695,1.0458581,77
647,647,10,"The Mock Turtle sighed deeply, and began, in a voice sometimes choked with sobs, to sing this:—",17,95,sea-shore,EXT,day,Mock Turtle's Song Request,"The Mock Turtle begins to sing 'Beautiful Soup,' emphasizing the whimsical and absurd themes that run throughout the chapter.",7.0,Action,The Mock Turtle begins to sing a song about soup.,Mock Turtle,Climax,0.054265983402729034,40.906217341078445,-0.5453656,1.0622892,77
648,648,10,"“Beautiful Soup, so rich and green, Waiting in a hot tureen! Who for such dainties would not stoop? Soup of the evening, beautiful Soup! Soup of the evening, beautiful Soup!     Beau—ootiful Soo—oop!     Beau—ootiful Soo—oop! Soo—oop of the e—e—evening,     Beautiful, beautiful Soup!",53,284,sea-shore,EXT,day,Mock Turtle's Song Request,"The Mock Turtle begins to sing 'Beautiful Soup,' emphasizing the whimsical and absurd themes that run throughout the chapter.",7.0,,,,Climax,0.09838909655809402,41.00460643763654,-0.6273231,1.0078523,77
649,649,10,"“Beautiful Soup! Who cares for fish, Game, or any other dish? Who would not give all else for two p ennyworth only of beautiful Soup? Pennyworth only of beautiful Soup?     Beau—ootiful Soo—oop!     Beau—ootiful Soo—oop! Soo—oop of the e—e—evening,     Beautiful, beauti—FUL SOUP!”",53,281,sea-shore,EXT,day,Mock Turtle's Song Request,"The Mock Turtle begins to sing 'Beautiful Soup,' emphasizing the whimsical and absurd themes that run throughout the chapter.",7.0,,,,Climax,0.1219768077135086,41.12658324535005,-0.745596,0.97802174,78
650,650,10,"“Chorus again!” cried the Gryphon, and the Mock Turtle had just begun to repeat it, when a cry of “The trial’s beginning!” was heard in the distance.",27,149,sea-shore,EXT,day,Interruption by the Trial Announcement,"A cry is heard announcing the beginning of a trial, prompting the Gryphon to hurry Alice away, creating a sense of urgency and anticipation for the next chapter.",5.0,,,,Resolution,0.04417707026004791,41.170760315610096,-0.7859717,0.9959498,78
651,651,10,"“Come on!” cried the Gryphon, and, taking Alice by the hand, it hurried off, without waiting for the end of the song.",22,117,sea-shore,EXT,day,Interruption by the Trial Announcement,"A cry is heard announcing the beginning of a trial, prompting the Gryphon to hurry Alice away, creating a sense of urgency and anticipation for the next chapter.",5.0,Action,The Gryphon hurries off with Alice to the trial.,Gryphon,Resolution,0.021239647641777992,41.191999963251874,-0.77169514,0.98022395,78
652,652,10,"“What trial is it?” Alice panted as she ran; but the Gryphon only answered “Come on!” and ran the faster, while more and more faintly came, carried on the breeze that followed them, the melancholy words:—",36,204,sea-shore,EXT,day,Interruption by the Trial Announcement,"A cry is heard announcing the beginning of a trial, prompting the Gryphon to hurry Alice away, creating a sense of urgency and anticipation for the next chapter.",5.0,,,,Resolution,0.07217657566070557,41.26417653891258,-0.8438689,0.9795885,78
653,653,10,"“Soo—oop of the e—e—evening,     Beautiful, beautiful Soup!”",11,60,,,,The Trial Call,"A distant cry announces the beginning of a trial, prompting the Gryphon to hurry Alice away. This creates intrigue and anticipation for what comes next, suggesting a shift in the story's focus.",7.0,,,,Cliffhanger,0.0649724006652832,41.32914893957786,-0.9088158,0.98140913,78
654,654,11,CHAPTER XI. Who Stole the Tarts?,6,32,,,,,,,Action,The Knave stood before the King and Queen in chains.,Knave of Hearts,,0.010279383510351181,41.339428323088214,-0.91040385,0.97125316,78
655,655,11,"The King and Queen of Hearts were seated on their throne when they arrived, with a great crowd assembled about them—all sorts of little birds and beasts, as well as the whole pack of cards: the Knave was standing before them, in chains, with a soldier on each side to guard him; and near the King was the White Rabbit, with a trumpet in one hand, and a scroll of parchment in the other. In the very middle of the court was a table, with a large dish of tarts upon it: they looked so good, that it made Alice quite hungry to look at them—“I wish they’d get the trial done,” she thought, “and hand round the refreshments!” But there seemed to be no chance of this, so she began looking at everything about her, to pass away the time.",141,731,court,INT,day,The Opening of the Court,"The King and Queen of Hearts are seated on their throne with a crowd of creatures gathered around. The Knave is in chains, accused of stealing tarts, while the White Rabbit is ready to begin the trial by reading the accusation.",7.0,Statement,Alice wished for the trial to end so she could have refreshments.,Alice,Setup,0.052151016891002655,41.39157933997922,-0.9624327,0.9676854,78
656,656,11,"Alice had never been in a court of justice before, but she had read about them in books, and she was quite pleased to find that she knew the name of nearly everything there. “That’s the judge,” she said to herself, “because of his great wig.”",46,242,court,INT,day,Alice Observes the Court,"Alice, unfamiliar with court proceedings, identifies key figures such as the judge (the King) and the jury, demonstrating her curiosity and intelligence. This sets the stage for her observations and involvement in the trial.",6.0,,,,Setup,0.09544799476861954,41.487027334747836,-1.0575012,0.9761881,78
657,657,11,"The judge, by the way, was the King; and as he wore his crown over the wig, (look at the frontispiece if you want to see how he did it,) he did not look at all comfortable, and it was certainly not becoming.",43,207,court,INT,day,Alice Observes the Court,"Alice, unfamiliar with court proceedings, identifies key figures such as the judge (the King) and the jury, demonstrating her curiosity and intelligence. This sets the stage for her observations and involvement in the trial.",6.0,Statement,The King looked uncomfortable in his crown and wig.,King of Hearts,Setup,0.10489899665117264,41.59192633139901,-1.1623031,0.9716757,79
658,658,11,"“And that’s the jury-box,” thought Alice, “and those twelve creatures,” (she was obliged to say “creatures,” you see, because some of them were animals, and some were birds,) “I suppose they are the jurors.” She said this last word two or three times over to herself, being rather proud of it: for she thought, and rightly too, that very few little girls of her age knew the meaning of it at all. However, “jury-men” would have done just as well.",80,446,court,INT,day,Alice Observes the Court,"Alice, unfamiliar with court proceedings, identifies key figures such as the judge (the King) and the jury, demonstrating her curiosity and intelligence. This sets the stage for her observations and involvement in the trial.",6.0,,,,Setup,0.04986121505498886,41.641787546454,-1.1190497,0.9964806,79
659,659,11,"The twelve jurors were all writing very busily on slates. “What are they doing?” Alice whispered to the Gryphon. “They can’t have anything to put down yet, before the trial’s begun.”",31,182,court,INT,day,Jurors Writing 'Stupid Things',"Alice is irritated by the jurors scribbling 'stupid things' on their slates, highlighting the absurdity of the court's proceedings and her growing impatience for the trial to commence.",5.0,,,,Inciting Incident,0.04389530047774315,41.68568284693174,-1.1557844,0.9724523,79
660,660,11,"“They’re putting down their names,” the Gryphon whispered in reply, “for fear they should forget them before the end of the trial.”",22,131,court,INT,day,Jurors Writing 'Stupid Things',"Alice is irritated by the jurors scribbling 'stupid things' on their slates, highlighting the absurdity of the court's proceedings and her growing impatience for the trial to commence.",5.0,,,,Inciting Incident,0.05515260994434357,41.740835456876084,-1.2004005,1.0048747,79
661,661,11,"“Stupid things!” Alice began in a loud, indignant voice, but she stopped hastily, for the White Rabbit cried out, “Silence in the court!” and the King put on his spectacles and looked anxiously round, to make out who was talking.",40,229,court,INT,day,Jurors Writing 'Stupid Things',"Alice is irritated by the jurors scribbling 'stupid things' on their slates, highlighting the absurdity of the court's proceedings and her growing impatience for the trial to commence.",5.0,Action,The Queen ordered silence in the court.,Queen of Hearts,Inciting Incident,0.03537119925022125,41.776206656126305,-1.1723044,0.98338675,79
662,662,11,"Alice could see, as well as if she were looking over their shoulders, that all the jurors were writing down “stupid things!” on their slates, and she could even make out that one of them didn’t know how to spell “stupid,” and that he had to ask his neighbour to tell him. “A nice muddle their slates’ll be in before the trial’s over!” thought Alice.",65,349,court,INT,day,Jurors Writing 'Stupid Things',"Alice is irritated by the jurors scribbling 'stupid things' on their slates, highlighting the absurdity of the court's proceedings and her growing impatience for the trial to commence.",5.0,,,,Inciting Incident,0.06713968515396118,41.84334634128027,-1.2391965,0.97762674,79
663,663,11,"One of the jurors had a pencil that squeaked. This of course, Alice could _not_ stand, and she went round the court and got behind him, and very soon found an opportunity of taking it away. She did it so quickly that the poor little juror (it was Bill, the Lizard) could not make out at all what had become of it; so, after hunting all about for it, he was obliged to write with one finger for the rest of the day; and this was of very little use, as it left no mark on the slate.",98,480,court,INT,day,The Opening of the Court,"The King and Queen of Hearts are seated on their throne with a crowd of creatures gathered around. The Knave is in chains, accused of stealing tarts, while the White Rabbit is ready to begin the trial by reading the accusation.",7.0,,,,Setup,0.02356800064444542,41.86691434192471,-1.2498524,0.9986482,79
664,664,11,"“Herald, read the accusation!” said the King.",7,45,court,INT,day,The Opening of the Court,"The King and Queen of Hearts are seated on their throne with a crowd of creatures gathered around. The Knave is in chains, accused of stealing tarts, while the White Rabbit is ready to begin the trial by reading the accusation.",7.0,,,,Setup,0.1255083829164505,41.99242272484116,-1.3490721,0.92178595,80
665,665,11,"On this the White Rabbit blew three blasts on the trumpet, and then unrolled the parchment scroll, and read as follows:—",21,120,court,INT,day,The Accusation is Read,"The White Rabbit reads the accusation against the Knave of Hearts, who is claimed to have stolen tarts made by the Queen. This acts as a crucial narrative turn leading directly to the trial.",6.0,Action,The King ordered the jury to consider their verdict.,King of Hearts,Inciting Incident,0.05962187424302101,42.052044599084184,-1.305957,0.8806052,80
666,666,11,"“The Queen of Hearts, she made some tarts,     All on a summer day: The Knave of Hearts, he stole those tarts,     And took them quite away!”",34,141,court,INT,day,The Accusation is Read,"The White Rabbit reads the accusation against the Knave of Hearts, who is claimed to have stolen tarts made by the Queen. This acts as a crucial narrative turn leading directly to the trial.",6.0,Action,He read the accusation of the Knave.,White Rabbit,Inciting Incident,0.022081272676587105,42.07412587176077,-1.3244548,0.8685465,80
667,667,11,"“Consider your verdict,” the King said to the jury.",9,51,court,INT,day,The Accusation is Read,"The White Rabbit reads the accusation against the Knave of Hearts, who is claimed to have stolen tarts made by the Queen. This acts as a crucial narrative turn leading directly to the trial.",6.0,,,,Inciting Incident,0.020566800609230995,42.09469267237,-1.3449861,0.86733854,80
668,668,11,"“Not yet, not yet!” the Rabbit hastily interrupted. “There’s a great deal to come before that!”",16,95,court,INT,day,,,,,,,,0.010015647858381271,42.10470832022838,-1.3363005,0.8623512,80
669,669,11,"“Call the first witness,” said the King; and the White Rabbit blew three blasts on the trumpet, and called out, “First witness!”",22,128,court,INT,day,,,,Action,The White Rabbit called for the first witness.,White Rabbit,,0.08301256597042084,42.187720886198804,-1.2750331,0.91836363,80
670,670,11,"The first witness was the Hatter. He came in with a teacup in one hand and a piece of bread-and-butter in the other. “I beg pardon, your Majesty,” he began, “for bringing these in: but I hadn’t quite finished my tea when I was sent for.”",46,237,court,INT,day,The Hatter is Called as a Witness,"The Hatter enters the court with a teacup and a piece of bread-and-butter, and is questioned by the King. His nervousness and nonsensical responses illustrate the chaotic nature of the trial.",7.0,Action,The Hatter entered the court apologizing for bringing in his tea.,Hatter,Turning Point,0.09948120266199112,42.287202088860795,-1.3613578,0.86892116,80
671,671,11,"“You ought to have finished,” said the King. “When did you begin?”",12,66,court,INT,day,The Hatter is Called as a Witness,"The Hatter enters the court with a teacup and a piece of bread-and-butter, and is questioned by the King. His nervousness and nonsensical responses illustrate the chaotic nature of the trial.",7.0,,,,Turning Point,0.09351661801338196,42.38071870687418,-1.4422253,0.8219552,80
672,672,11,"The Hatter looked at the March Hare, who had followed him into the court, arm-in-arm with the Dormouse. “Fourteenth of March, I _think_ it was,” he said.",27,153,court,INT,day,The Hatter is Called as a Witness,"The Hatter enters the court with a teacup and a piece of bread-and-butter, and is questioned by the King. His nervousness and nonsensical responses illustrate the chaotic nature of the trial.",7.0,,,,Turning Point,0.04716968908905983,42.42788839596324,-1.4222442,0.8646838,80
673,673,11,"“Fifteenth,” said the March Hare.",5,33,court,INT,day,The Hatter is Called as a Witness,"The Hatter enters the court with a teacup and a piece of bread-and-butter, and is questioned by the King. His nervousness and nonsensical responses illustrate the chaotic nature of the trial.",7.0,Statement,The March Hare corrected the Hatter on the start date.,March Hare,Turning Point,0.023855464532971382,42.45174386049621,-1.3990035,0.85930294,80
674,674,11,"“Sixteenth,” added the Dormouse.",4,32,court,INT,day,The Hatter is Called as a Witness,"The Hatter enters the court with a teacup and a piece of bread-and-butter, and is questioned by the King. His nervousness and nonsensical responses illustrate the chaotic nature of the trial.",7.0,,,,Turning Point,0.011714158579707146,42.463458019075915,-1.390164,0.85161626,80
675,675,11,"“Write that down,” the King said to the jury, and the jury eagerly wrote down all three dates on their slates, and then added them up, and reduced the answer to shillings and pence.",34,181,court,INT,day,The Hatter is Called as a Witness,"The Hatter enters the court with a teacup and a piece of bread-and-butter, and is questioned by the King. His nervousness and nonsensical responses illustrate the chaotic nature of the trial.",7.0,,,,Turning Point,0.04468017444014549,42.50813819351606,-1.3519903,0.828398,80
676,676,11,"“Take off your hat,” the King said to the Hatter.",10,49,court,INT,day,The Hatter is Called as a Witness,"The Hatter enters the court with a teacup and a piece of bread-and-butter, and is questioned by the King. His nervousness and nonsensical responses illustrate the chaotic nature of the trial.",7.0,,,,Turning Point,0.08317175507545471,42.591309948591515,-1.4069471,0.7659697,80
677,677,11,"“It isn’t mine,” said the Hatter.",6,33,court,INT,day,The Hatter is Called as a Witness,"The Hatter enters the court with a teacup and a piece of bread-and-butter, and is questioned by the King. His nervousness and nonsensical responses illustrate the chaotic nature of the trial.",7.0,,,,Turning Point,0.08999333530664444,42.68130328389816,-1.3190168,0.7851285,80
678,678,11,"“_Stolen!_” the King exclaimed, turning to the jury, who instantly made a memorandum of the fact.",16,97,court,INT,day,The Hatter is Called as a Witness,"The Hatter enters the court with a teacup and a piece of bread-and-butter, and is questioned by the King. His nervousness and nonsensical responses illustrate the chaotic nature of the trial.",7.0,,,,Turning Point,0.10885858535766602,42.790161869255826,-1.2307627,0.84885764,81
679,679,11,"“I keep them to sell,” the Hatter added as an explanation; “I’ve none of my own. I’m a hatter.”",19,95,court,INT,day,The Hatter is Called as a Witness,"The Hatter enters the court with a teacup and a piece of bread-and-butter, and is questioned by the King. His nervousness and nonsensical responses illustrate the chaotic nature of the trial.",7.0,,,,Turning Point,0.0784461572766304,42.868608026532456,-1.1658868,0.8047565,81
680,680,11,"Here the Queen put on her spectacles, and began staring at the Hatter, who turned pale and fidgeted.",18,100,court,INT,day,The Hatter is Called as a Witness,"The Hatter enters the court with a teacup and a piece of bread-and-butter, and is questioned by the King. His nervousness and nonsensical responses illustrate the chaotic nature of the trial.",7.0,Action,She stared at the Hatter with intensity.,Queen of Hearts,Turning Point,0.03754745051264763,42.906155477045104,-1.1434277,0.83484644,81
681,681,11,"“Give your evidence,” said the King; “and don’t be nervous, or I’ll have you executed on the spot.”",18,99,court,INT,day,The Hatter is Called as a Witness,"The Hatter enters the court with a teacup and a piece of bread-and-butter, and is questioned by the King. His nervousness and nonsensical responses illustrate the chaotic nature of the trial.",7.0,,,,Turning Point,0.03405504673719406,42.9402105237823,-1.1131856,0.8191888,81
682,682,11,"This did not seem to encourage the witness at all: he kept shifting from one foot to the other, looking uneasily at the Queen, and in his confusion he bit a large piece out of his teacup instead of the bread-and-butter.",41,219,court,INT,day,The Hatter is Called as a Witness,"The Hatter enters the court with a teacup and a piece of bread-and-butter, and is questioned by the King. His nervousness and nonsensical responses illustrate the chaotic nature of the trial.",7.0,,,,Turning Point,0.12053259462118149,43.06074311840348,-0.9926542,0.8197159,82
683,683,11,"Just at this moment Alice felt a very curious sensation, which puzzled her a good deal until she made out what it was: she was beginning to grow larger again, and she thought at first she would get up and leave the court; but on second thoughts she decided to remain where she was as long as there was room for her.",62,315,court,INT,day,Alice Begins to Grow,"Alice experiences growth during the trial, encountering confusion and annoyance both from her own situation and the chaotic proceedings. This represents a pivotal moment of her physical transformation.",6.0,,,,Turning Point,0.04012662544846535,43.100869743851945,-1.0325235,0.81517893,82
684,684,11,"“I wish you wouldn’t squeeze so.” said the Dormouse, who was sitting next to her. “I can hardly breathe.”",19,105,court,INT,day,Alice Begins to Grow,"Alice experiences growth during the trial, encountering confusion and annoyance both from her own situation and the chaotic proceedings. This represents a pivotal moment of her physical transformation.",6.0,Statement,The Dormouse complained about being squeezed by Alice.,Dormouse,Turning Point,0.023331785574555397,43.1242015294265,-1.0552963,0.8202556,82
685,685,11,"“I can’t help it,” said Alice very meekly: “I’m growing.”",10,57,court,INT,day,Alice Begins to Grow,"Alice experiences growth during the trial, encountering confusion and annoyance both from her own situation and the chaotic proceedings. This represents a pivotal moment of her physical transformation.",6.0,,,,Turning Point,0.08943469822406769,43.21363622765057,-1.0034708,0.8931437,82
686,686,11,"“You’ve no right to grow _here_,” said the Dormouse.",9,52,court,INT,day,Alice Begins to Grow,"Alice experiences growth during the trial, encountering confusion and annoyance both from her own situation and the chaotic proceedings. This represents a pivotal moment of her physical transformation.",6.0,,,,Turning Point,0.05153403803706169,43.26517026568763,-1.0300912,0.9372698,82
687,687,11,"“Don’t talk nonsense,” said Alice more boldly: “you know you’re growing too.”",12,77,court,INT,day,Alice Begins to Grow,"Alice experiences growth during the trial, encountering confusion and annoyance both from her own situation and the chaotic proceedings. This represents a pivotal moment of her physical transformation.",6.0,,,,Turning Point,0.034373387694358826,43.29954365338199,-1.0215962,0.9039627,82
688,688,11,"“Yes, but _I_ grow at a reasonable pace,” said the Dormouse: “not in that ridiculous fashion.” And he got up very sulkily and crossed over to the other side of the court.",32,170,court,INT,day,Alice Begins to Grow,"Alice experiences growth during the trial, encountering confusion and annoyance both from her own situation and the chaotic proceedings. This represents a pivotal moment of her physical transformation.",6.0,Statement,Alice boldly told the Dormouse that he was growing too.,Alice,Turning Point,0.059339091181755066,43.35888274456374,-1.0405015,0.9602096,82
689,689,11,"All this time the Queen had never left off staring at the Hatter, and, just as the Dormouse crossed the court, she said to one of the officers of the court, “Bring me the list of the singers in the last concert!” on which the wretched Hatter trembled so, that he shook both his shoes off.",56,288,court,INT,day,Alice Begins to Grow,"Alice experiences growth during the trial, encountering confusion and annoyance both from her own situation and the chaotic proceedings. This represents a pivotal moment of her physical transformation.",6.0,,,,Turning Point,0.0883088931441307,43.447191637707874,-1.0893722,0.8866561,82
690,690,11,"“Give your evidence,” the King repeated angrily, “or I’ll have you executed, whether you’re nervous or not.”",17,108,court,INT,day,Alice Begins to Grow,"Alice experiences growth during the trial, encountering confusion and annoyance both from her own situation and the chaotic proceedings. This represents a pivotal moment of her physical transformation.",6.0,,,,Turning Point,0.07741856575012207,43.524610203457996,-1.1650643,0.8703979,82
691,691,11,"“I’m a poor man, your Majesty,” the Hatter began, in a trembling voice, “—and I hadn’t begun my tea—not above a week or so—and what with the bread-and-butter getting so thin—and the twinkling of the tea—”",36,204,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,Statement,The Hatter nervously explained his situation to the King.,Hatter,Resolution,0.04377317801117897,43.568383381469175,-1.1294123,0.8957952,82
692,692,11,“The twinkling of the _what?_” said the King.,8,45,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.08574172109365463,43.65412510256283,-1.2118835,0.87234026,82
693,693,11,"“It _began_ with the tea,” the Hatter replied.",8,46,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.051112350076436996,43.70523745263927,-1.1612183,0.8655946,82
694,694,11,“Of course twinkling begins with a T!” said the King sharply. “Do you take me for a dunce? Go on!”,20,98,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.07330635190010071,43.77854380453937,-1.1172116,0.9242225,82
695,695,11,"“I’m a poor man,” the Hatter went on, “and most things twinkled after that—only the March Hare said—”",18,101,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.031079072505235672,43.8096228770446,-1.0863489,0.9205615,82
696,696,11,“I didn’t!” the March Hare interrupted in a great hurry.,10,56,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,Statement,The March Hare denied saying something the Hatter claimed he said.,March Hare,Resolution,0.03836686909198761,43.84798974613659,-1.0666101,0.8876617,82
697,697,11,“You did!” said the Hatter.,5,27,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.026534304022789,43.87452405015938,-1.090647,0.8988999,82
698,698,11,“I deny it!” said the March Hare.,7,33,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.014744731597602367,43.88926878175698,-1.1050894,0.90187025,82
699,699,11,"“He denies it,” said the King: “leave out that part.”",10,53,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.0829969197511673,43.97226570150815,-1.038732,0.8520186,82
700,700,11,"“Well, at any rate, the Dormouse said—” the Hatter went on, looking anxiously round to see if he would deny it too: but the Dormouse denied nothing, being fast asleep.",30,167,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.035437315702438354,44.00770301721059,-1.0632378,0.8264203,82
701,701,11,"“After that,” continued the Hatter, “I cut some more bread-and-butter—”",10,71,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,Action,The Dormouse remained silent while the other characters spoke.,Dormouse,Resolution,0.07176770269870758,44.079470719909295,-1.1051965,0.768196,82
702,702,11,“But what did the Dormouse say?” one of the jury asked.,11,55,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.09762027114629745,44.17709099105559,-1.0400219,0.8408733,82
703,703,11,"“That I can’t remember,” said the Hatter.",7,41,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.03302903473377228,44.210120025789365,-1.0150213,0.81928885,82
704,704,11,"“You _must_ remember,” remarked the King, “or I’ll have you executed.”",11,70,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.030170034617185593,44.24029006040655,-0.98581475,0.8268524,82
705,705,11,"The miserable Hatter dropped his teacup and bread-and-butter, and went down on one knee. “I’m a poor man, your Majesty,” he began.",22,130,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.038224294781684875,44.278514355188236,-0.9546514,0.8047177,82
706,706,11,"“You’re a _very_ poor _speaker_,” said the King.",8,48,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.03976232185959816,44.318276677047834,-0.9777492,0.7723521,82
707,707,11,"Here one of the guinea-pigs cheered, and was immediately suppressed by the officers of the court. (As that is rather a hard word, I will just explain to you how it was done. They had a large canvas bag, which tied up at the mouth with strings: into this they slipped the guinea-pig, head first, and then sat upon it.)",60,317,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.04112254083156586,44.3593992178794,-0.94488275,0.79706764,82
708,708,11,"“I’m glad I’ve seen that done,” thought Alice. “I’ve so often read in the newspapers, at the end of trials, “There was some attempts at applause, which was immediately suppressed by the officers of the court,” and I never understood what it meant till now.”",45,257,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.10186798870563507,44.461267206585035,-1.0228852,0.7315489,83
709,709,11,"“If that’s all you know about it, you may stand down,” continued the King.",14,74,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.05855420231819153,44.519821408903226,-1.0686693,0.7680511,83
